x_t,y_t,z_t,x_next
-6.9651504419857435,-8.68344650254575,24.91638964657454,-7.7883168064984
-7.050550543534279,-8.748409048045945,24.889753066796768,-7.868032432326383
-7.134999415254914,-8.815189179070876,24.869467130728907,-7.94736551014487
-7.218626470542881,-8.883556598533557,24.855525099610954,-8.026294036855498
-7.3015434478694585,-8.953276116114406,24.847918513075363,-8.104783685614285
-7.3838450421630295,-9.024107673036488,24.846636002460464,-8.18278826749882
-7.465609514370605,-9.095806389198097,24.85166211036295,-8.26025023073141
-7.546899236473221,-9.168122645199247,24.86297615387651,-8.337101192250028
-7.6277612466463545,-9.24080219543921,24.880551092781293,-8.413262423788495
-7.708227791850554,-9.313586335354096,24.904352394012033,-8.488645436452252
-7.7883168064984,-9.386212124271248,24.93433694783305,-8.563152528863125
-7.868032432326383,-9.458412666677523,24.970451979770907,-8.636677382972364
-7.94736551014487,-9.52991747754225,25.012633975411262,-8.70910572072926
-8.026294036855498,-9.60045291060393,25.060807665533037,-8.780315926676645
-8.104783685614285,-9.669742682992112,25.114885006288247,-8.850179787554804
-8.18278826749882,-9.737508488426084,25.174764216405933,-8.918563206833888
-8.26025023073141,-9.803470687440942,25.240328869672126,-8.985326980798058
-8.337101192250028,-9.867349128860601,25.31144701325817,-9.050327641757525
-8.413262423788495,-9.928864027589318,25.387970384775425,-9.113418273557757
-8.488645436452252,-9.987736973957276,25.46973368473291,-9.174449447168664
-8.563152528863125,-10.043692035443792,25.556553937265498,-9.233270125837347
-8.636677382972364,-10.096456924618302,25.648229962489456,-9.289728631334064
-8.70910572072926,-10.145764319667565,25.744541945901894,-9.343673663311286
-8.780315926676645,-10.191353195944234,25.845251134769853,-9.39495527858666
-8.850179787554804,-10.232970295758616,25.950099680320253,-9.443425973963482
-8.918563206833888,-10.270371641128536,26.058810610608734,-9.48894170904145
-8.985326980798058,-10.303324078236454,26.171087969015804,-9.531362973553959
-9.050327641757525,-10.33160693193255,26.28661713687111,-9.570555864208544
-9.113418273557757,-10.35501359594894,26.40506529080663,-9.606393096186501
-9.174449447168664,-10.373353212085675,26.526082102371173,-9.638755074996562
-9.233270125837347,-10.386452293980224,26.64930057752367,-9.667530861009942
